product_id,product_name,product_name_original,brand,category,subcategory,sku,price,price_unit,dosage_form,ingredients,specification,is_active,source_database,ai_extracted_product,has_ai_match,ai_match_confidence,total_quantity_purchased,purchase_frequency,avg_quantity_per_purchase,avg_purchase_price,min_purchase_price,max_purchase_price,pharmacies,first_purchase_date,last_purchase_date,promotion_programs,promotion_categories,promotion_count,has_purchase_data,has_promotion_data,data_completeness_score
LC_00045177,VIÊN UỐNG HỖ TRỢ THỊ LỰC SKILLMAX OCAVILL 2X15,VIÊN UỐNG HỖ TRỢ THỊ LỰC SKILLMAX OCAVILL 2X15,OCAVILL,Thực phẩm chức năng,Cải thiện tăng cường chức năng,00045177,670000.0,Hộp,Viên nang mềm,"Dầu nhuyễn thể 1000mg, Lutein 10mg, Zeaxanthin 2mg, Vitamin A 0.04mg, Eicosapentaenoic acid 120mg, Astaxanthin 0.2mg, Phospholipids 440mg",Hộp 2 Vỉ x 15 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00044006,VIÊN UỐNG TĂNG TUẦN HOÀN MÁU NÃO PIKOLIN OCAVILL 2X15,VIÊN UỐNG TĂNG TUẦN HOÀN MÁU NÃO PIKOLIN OCAVILL 2X15,OCAVILL,Thực phẩm chức năng,Thần kinh não,00044006,615000.0,Hộp,Viên nang mềm,"Acid folic 200mcg, Vitamin B6 1.6mg, Vitamin B1 1.4mg, Coenzyme Q10 20mg, Dầu gan cá tuyết 200mg, Melatonin 1mg, Citicoline 100mg, Nattokinase 1000, Bạch quả 120mg",Hộp 2 Vỉ x 15 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00043230,VIÊN NHAI HỖ TRỢ SỰ PHÁT TRIỂN XƯƠNG CHO TRẺ EM BORNE MINERAL NEW NORDIC 120V,VIÊN NHAI HỖ TRỢ SỰ PHÁT TRIỂN XƯƠNG CHO TRẺ EM BORNE MINERAL NEW NORDIC 120V,NEW NORDIC,Thực phẩm chức năng,Hỗ trợ điều trị,00043230,635000.0,Hộp,Viên nén nhai,"Canxi 300mg, Magie 90mg, Vitamin D3 0.005mg",Hộp 120 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00040747,"VIÊN UỐNG BỔ SUNG CANXI, GIẢM NGUY CƠ LOÃNG XƯƠNG CALCIUM PREMIUM JPANWELL 120V","VIÊN UỐNG BỔ SUNG CANXI, GIẢM NGUY CƠ LOÃNG XƯƠNG CALCIUM PREMIUM JPANWELL 120V",Jpanwell,Thực phẩm chức năng,Hỗ trợ điều trị,00040747,920000.0,Hộp,Viên nang cứng,"Canxi từ vỏ sò 1680mg, Chất xơ hòa tan 40mg, Vi khuẩn acid lactic 20mg, Magie 16mg, Sắt 4mg, Vitamin B2 2.4mg, Vitamin B1 2mg, Vitamin D3 0.06mg, Vitamin K2 0.04mg",Hộp 120 Viên,True,Long Chau,Canxi,True,1.0,0,0,0.0,0.0,0,0,,,,"Chiết khấu theo bậc: >50 hộp 5%, >100 hộp",Khác,1,False,True,0.8
LC_00040073,VIÊN UỐNG HÕ TRỢ PHỤ NỮ MANG THAI VÀ PHỤ NỮ CHO CON BÚ BRAUER ULTRA PURE DHA FOR PREGNANCY & BREASTFEEDING 60V,VIÊN UỐNG HÕ TRỢ PHỤ NỮ MANG THAI VÀ PHỤ NỮ CHO CON BÚ BRAUER ULTRA PURE DHA FOR PREGNANCY & BREASTFEEDING 60V,Brauer,Thực phẩm chức năng,Vitamin & Khoáng chất,00040073,550000.0,Hộp,Viên nang mềm,"Omega-3 triglycerides từ dầu cá cô đặc 638.3mg, Kẽm glycinat 17.7mg, Chiết xuất hoa cúc vạn thọ 6.86mg, Lutein 515mcg, Colecalciferol 5mcg",Hộp 60 Viên,True,Long Chau,DHA,True,1.0,571,6,95.17,260824.17,130615,482228,"Nhà thuốc Tâm Đức, Nhà thuốc Phúc An, Nhà thuốc Long Châu, Nhà thuốc An Khang",07/09/2025,21/08/2025,"Cứ 2 hộp tặng 5 hộp DHA 1 vỉ (26.3%), tối đa",Khác,1,True,True,1.0
LC_00039928,VIÊN SỦI KUDOS KIDS MULTIVITAMINS PLUS CALCIUM & D3 HƯƠNG DƯA HẤU 20V,VIÊN SỦI KUDOS KIDS MULTIVITAMINS PLUS CALCIUM & D3 HƯƠNG DƯA HẤU 20V,KUDOS,Thực phẩm chức năng,Vitamin & Khoáng chất,00039928,159000.0,Tuýp,Viên sủi,"Calci carbonat 200mg, Vitamin C 80mg, Niacin 15mg ne, Vitamin E 12mg α-te, Acid pantothenic 6mg, Vitamin B6 1.4mg, Vitamin B2 1.4mg, Vitamin B1 1.1mg, Vitamin A 500mcg re, Acid folic 200mcg, Biotin 50mcg, Vitamin D3 5mcg, Vitamin B12 2.5mcg",Tuýp 20 Viên,True,Long Chau,Vitamin D3,True,1.0,262,2,131.0,325614.5,152329,498900,"Nhà thuốc Gia Hân, Nhà thuốc Trung Sơn",15/02/2025,31/08/2025,"Cứ 3 tặng 1 cùng loại (33%); Mua 10 tặng 1, áp dụng cho đơn hàng từ 3 triệu trở lên","Khác, Vitamin & Khoáng chất",2,True,True,1.0
LC_00039927,VIÊN SỦI KUDOS DAILY VITAMINS PLUS BIOTIN & GINSENG HƯƠNG CAM 20V,VIÊN SỦI KUDOS DAILY VITAMINS PLUS BIOTIN & GINSENG HƯƠNG CAM 20V,KUDOS,Thực phẩm chức năng,Vitamin & Khoáng chất,00039927,139000.0,Tuýp,Viên sủi,"Vitamin C 100mg, Chiết xuất nhân sâm 50mg, Niacin 16mg ne, Vitamin E 12mg α-te, Acid pantothenic 6mg, Vitamin B2 1.4mg, Vitamin B6 1.4mg, Vitamin B1 1.1mg, Vitamin A 800mcg re, Acid folic 200mcg, Biotin 148mcg, Vitamin D3 5mcg, Vitamin B12 5mcg",Tuýp 20 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00039925,VIÊN SỦI KUDOS VITAMIN C 1000 MG HƯƠNG CHANH 20V,VIÊN SỦI KUDOS VITAMIN C 1000 MG HƯƠNG CHANH 20V,KUDOS,Thực phẩm chức năng,Vitamin & Khoáng chất,00039925,126000.0,Tuýp,Viên sủi,Vitamin C 1000mg,Tuýp 20 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00039601,SIRO BỔ SUNG LỢI KHUẨN CHO BÉ BRAUER BABY & CHILD IMMUNE DEFENCE PROBIOTIC LIQUID 45ML,SIRO BỔ SUNG LỢI KHUẨN CHO BÉ BRAUER BABY & CHILD IMMUNE DEFENCE PROBIOTIC LIQUID 45ML,Brauer,Thực phẩm chức năng,Cải thiện tăng cường chức năng,00039601,550000.0,Hộp,Siro,"bifidobacterium longum BB536 0.5tỷ cfu, bifidobacterium breve M-16V 0.5tỷ cfu, bifidobacterium infantis M-63 0.5tỷ cfu, Acid citric , Chất nhũ hoá , Chất chống đông vón , Chất chống oxy hóa ",Hộp x 45ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00039538,"VIÊN SỦI KUDOS BONE HEALTH CALCIUM, D3 & VITAMIN K2 HƯƠNG CAM 20V","VIÊN SỦI KUDOS BONE HEALTH CALCIUM, D3 & VITAMIN K2 HƯƠNG CAM 20V",KUDOS,Thực phẩm chức năng,Vitamin & Khoáng chất,00039538,126000.0,Tuýp,Viên sủi,"Calci carbonat 500mg, Vitamin K2 19mcg, Cholecalciferol (Vitamin D3) 5mcg",Tuýp 20 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00038874,"VIÊN UỐNG CẢI THIỆN DA, MÓNG, TÓC BIO HAIR, NAIL & SKIN ROYAL CARE 30V ","VIÊN UỐNG CẢI THIỆN DA, MÓNG, TÓC BIO HAIR, NAIL & SKIN ROYAL CARE 30V ",Royal Care,Thực phẩm chức năng,Hỗ trợ làm đẹp,00038874,160000.0,Hộp,Viên nang,"L-Cystine 200mg, MSM 75mg, Kẽm Gluconat 45mg, L-Glutathione 30mg, myo-inositol 30mg, Vitamin B5 30mg, Chiết xuất Cây cọ lùn (Saw Palmetto) 20mg, DL-Methionine 20mg, Biotin 13mg, Magnesium gluconate 10mg, Ferronyl iron 7.5mg, Silic Dioxit 5mg, Đồng gluconat 500mcg",Hộp 30 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00503276,VIÊN UỐNG HỖ TRỢ TĂNG CƯỜNG TUẦN HOÀN NÃO NATTO GOLD 3000FU ROYAL CARE 60V,VIÊN UỐNG HỖ TRỢ TĂNG CƯỜNG TUẦN HOÀN NÃO NATTO GOLD 3000FU ROYAL CARE 60V,Royal Care,Thực phẩm chức năng,Thần kinh não,00503276,295000.0,Hộp,Viên nang cứng,"Coenzyme Q10 200mcg, Acid folic 800mcg, Vitamin B1 2mg, Kẽm Gluconat 2.5mg, Rutin 20mg, DHA 10% 20mg, Sữa ong chúa 20mg, Sắt fumarate 30mg, Đinh lăng 30mg, Rau đắng biển 45mg, Magnesi oxyd 100mg, Men gạo đỏ 100mg, Cao giảo cổ lam 100mg, Bạch quả 240mg, Nattokinase 3000",Hộp 60 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00503156,VIÊN UỐNG BỔ NÃO OMEXXEL GINKGO 120 60V,VIÊN UỐNG BỔ NÃO OMEXXEL GINKGO 120 60V,OMEXXEL,Thực phẩm chức năng,Thần kinh não,00503156,688000.0,Hộp,Viên nang mềm,"Dầu cá 500mg, Chiết xuất lá Bạch quả 120mg",Hộp 60 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00502900,"LADODETOX NOSAMIN 10 GÓI X 15ML - HỖ TRỢ GIẢI RƯỢU, BIA, BẢO VỆ TẾ BÀO GAN","LADODETOX NOSAMIN 10 GÓI X 15ML - HỖ TRỢ GIẢI RƯỢU, BIA, BẢO VỆ TẾ BÀO GAN",Ladophar,Thực phẩm chức năng,Cải thiện tăng cường chức năng,00502900,390000.0,Hộp,Dung dịch uống,"Dịch chiết trà xanh 300mg, Cao đặc Ưng bất bạc 300mg, Cao đặc hoa Actisô 300mg, Cao đặc lá Actisô 600mg, Đảng Sâm 10g",Hộp 10 Gói x 15ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00502653,"LIVESPO DIA 30 10 ỐNG X 5ML - BÀO TỬ LỢI KHUẨN CHO NGƯỜI TIÊU CHẢY, RỐI LOẠN TIÊU HÓA","LIVESPO DIA 30 10 ỐNG X 5ML - BÀO TỬ LỢI KHUẨN CHO NGƯỜI TIÊU CHẢY, RỐI LOẠN TIÊU HÓA",Livespo,Thực phẩm chức năng,Hỗ trợ tiêu hóa,00502653,270000.0,Hộp,Dung dịch uống,"Bacillus coagulans , Bacillus subtilis , Bacillus clausii 5000000000bào tử/g",Hộp 2 Vỉ x 5 Ống x 5ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00502554,VIÊN UỐNG CALCI NANO HẢI THƯỢNG VƯƠNG 60V,VIÊN UỐNG CALCI NANO HẢI THƯỢNG VƯƠNG 60V,Hải Thượng Vương,Thực phẩm chức năng,Hỗ trợ điều trị,00502554,347000.0,Hộp,Viên nang cứng,"Calci carbonate nano 250mg, Aquamin F 650mg, Calci gluconat 200mg, Menaquinone MK7 12mcg, Magie 30mg, Kẽm Gluconat 10mg, Vitamin D3 600iu, Đường Fructose - Oligosaccharide 100mg",Hộp 60 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00502520,VIÊN XƯƠNG KHỚP TRIPLE STRENGTH GLUCOSAMINE 1500MG PHARMEKAL 60V,VIÊN XƯƠNG KHỚP TRIPLE STRENGTH GLUCOSAMINE 1500MG PHARMEKAL 60V,Pharmekal,Thực phẩm chức năng,Hỗ trợ điều trị,00502520,326000.0,Hộp,Viên nén,"Glucosamine Hydrochloride 1500mg, MSM 500mg, Collagen type I&III 400mg, Stearic acid , Magnesium stearate , Silicon Dioxyde , Croscamello Sodium , Chondroitin sulfate 100mg, Vitamin D3 400iu",Hộp 60 Viên,True,Long Chau,Glucosamine,True,1.0,270,4,67.5,336999.75,175318,481817,"Nhà thuốc Minh Châu, Nhà thuốc Tâm Đức, Nhà thuốc Phúc An, Nhà thuốc An Khang",02/01/2025,28/05/2025,"Tích điểm 5% + hỗ trợ POSM (poster,",Khác,1,True,True,1.0
LC_00501623,SOKI DELI GIÚP ĂN NGON 18 GÓI X 4G,SOKI DELI GIÚP ĂN NGON 18 GÓI X 4G,Soki,Thực phẩm chức năng,Cải thiện tăng cường chức năng,00501623,360000.0,Hộp,Dạng bột,"Colostrum 300mg, Lysin hydrochlorid 300mg, Vitamin B1 0.25mg, 2’-FL HMO 20mg, Đạm sữa thủy phân 20mg, Kẽm Gluconat 14mg, Chiết xuất Tía tô xanh 50mg",Hộp 18 Gói x 4g,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00501604,ỐNG UỐNG BỔ SUNG SẮT FEGINIC 4X5 ỐNG 5ML,ỐNG UỐNG BỔ SUNG SẮT FEGINIC 4X5 ỐNG 5ML,GINIC,Thực phẩm chức năng,Vitamin & Khoáng chất,00501604,108000.0,Hộp,Dung dịch,"Sắt 50mg, Inulin 25mg, Acid folic 200mcg, Vitamin B12 1.3mcg, Vitamin B6 1mg",Hộp 4 Vỉ x 5 Ống x 5ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00501602,GINKID THANH NHIỆT MÁT GAN 4X5 ỐNG 10ML,GINKID THANH NHIỆT MÁT GAN 4X5 ỐNG 10ML,GINKID,Thực phẩm chức năng,Cải thiện tăng cường chức năng,00501602,92000.0,Hộp,Dung dịch,"Thổ phục linh 25mg, Rau má 800mg, Sài đất 150mg, Bồ Công Anh 60mg, Thương nhĩ tử 10mg, Cam thảo 10mg, Chiết xuất Actisô 60mg, Kim ngân hoa 10mg",Hộp 4 Vỉ x 5 Ống x 10ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00501601,"GINKID NHUẬN TRÀNG, BỔ SUNG CHẤT XƠ 3X5 ỐNG 10ML","GINKID NHUẬN TRÀNG, BỔ SUNG CHẤT XƠ 3X5 ỐNG 10ML",GINKID,Thực phẩm chức năng,Hỗ trợ tiêu hóa,00501601,100000.0,Hộp,Siro,"Tinh chất men bia 125mg, Inulin 15625mg, Fructooligosaccharides 15625mg, Phan tả diệp 7813mg",Hộp 3 Vỉ x 5 Ống x 10ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00501600,"GINKID ZINC 4X5 ỐNG 5ML - BỔ SUNG KẼM, TĂNG ĐỀ KHÁNG","GINKID ZINC 4X5 ỐNG 5ML - BỔ SUNG KẼM, TĂNG ĐỀ KHÁNG",GINKID,Thực phẩm chức năng,Cải thiện tăng cường chức năng,00501600,89000.0,Hộp,Siro,"Kẽm Gluconat 525mg, Vitamin B1 12.5mg, Vitamin C 375mg, Vitamin B6 12.5mg, Vitamin PP 75mg, Vitamin B2 12.5mg",Hộp 4 Vỉ x 5 Ống x 5ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00501599,"SIRO HO, BỔ PHẾ GINKID HOCAM NEW 80ML","SIRO HO, BỔ PHẾ GINKID HOCAM NEW 80ML",GINKID,Thực phẩm chức năng,Hỗ trợ điều trị,00501599,59000.0,Hộp,Siro,"Húng chanh 62.5mg, Mật ong 11250mg, Thymomodulin 312.5mg, Xuyên bối mẫu 7800mg, Trần bì 7800mg, Kim ngân hoa 7800mg, Tang bạch bì 7800mg, Cát cánh 7800mg, Bách bộ 7800mg, Tỳ bà diệp 7800mg",Hộp x 80ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00501425,LIVESPO CLAUSY 25 ỐNG X 5ML - BÀO TỬ LỢI KHUẨN KHÁNG ĐA KHÁNG SINH,LIVESPO CLAUSY 25 ỐNG X 5ML - BÀO TỬ LỢI KHUẨN KHÁNG ĐA KHÁNG SINH,Livespo,Thực phẩm chức năng,Hỗ trợ tiêu hóa,00501425,159000.0,Hộp,Dung dịch,Bacillus clausii 2X10^9cfu,Hộp 25 Ống x 5ml,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00501112,SI-LIVER NAGA SUPER VESTA 60V,SI-LIVER NAGA SUPER VESTA 60V,Vesta,Thực phẩm chức năng,Cải thiện tăng cường chức năng,00501112,225000.0,Hộp,Viên nang,"DL-Methionine 4mg, Artiso 100mg, Nano Curcumin 5mg, Milk thistle 80mg, L-Carnitine 16.7mg, Cao cà gai leo 100mg",Hộp 60 Viên,True,Long Chau,,False,0.0,0,0,0.0,0.0,0,0,,,,,,0,False,False,0.4
LC_00500791,VIÊN UỐNG TĂNG ĐỀ KHÁNG MULTIVITAMIN +ZN +D3 ROYAL CARE 60V,VIÊN UỐNG TĂNG ĐỀ KHÁNG MULTIVITAMIN +ZN +D3 ROYAL CARE 60V,Royal Care,Thực phẩm chức năng,Vitamin & Khoáng chất,00500791,175000.0,Hộp,Viên nang cứng,"Vitamin B1 10mg, Vitamin C 200mg, Aquamin F 50mg, Kẽm Gluconat 35mg, Đông trùng hạ thảo 35mg, Magnesium oxide 30mg, Thái tử sâm 15mg, Vitamin E 15mg, Vitamin PP 10mg, Iron ferronyl 9mg, Vitamin H 200mcg, Vitamin B6 3mg, Vitamin B5 3mg, Mangan gluconat 1mg, Crom picolinat 0.1mg, Selen 2000ppm 1000mcg, Vitamin K 1000mcg, Vitamin B9 400mcg, Vitamin B12 5mcg, Vitamin A 500iu, Vitamin D3 400iu, Vitamin B2 3mg",Hộp 60 Viên,True,Long Chau,Multivitamin,True,1.0,1327,11,120.64,219462.55,35047,488203,"Nhà thuốc An Khang, Nhà thuốc Tâm Đức, Nhà thuốc Minh Châu, Nhà thuốc Phúc An, Nhà thuốc Gia Hân, Nhà thuốc Hoa Sen",04/05/2025,27/04/2025,"Chiết khấu theo bậc: >50 hộp 5%, >100 hộp",Khác,1,True,True,1.0
