count,sku,name,web_name,slug,price,price_unit,currency_symbol,image_url,ingredients,dosage_form,brand,specification,category_names,category_slugs,is_active,is_publish,search_scoring,product_ranking,link,category,skip_count
11,00045643,"GEL PHỤ KHOA TOKYO LADY 5 TUÝP X 3ML - HỖ TRỢ ĐIỀU TRỊ VIÊM NGỨA, HUYẾT TRẮNG, SE KHÍT LÀM HỒNG ÂM ĐẠO","Gel phụ khoa Tokyo Lady 3ml Tokyo Pharma hỗ trợ ngừa viêm, ngứa, duy trì độ ẩm, pH vùng kín (5 tuýp)",trang-thiet-bi-y-te/gel-phu-khoa-tokyo-lady-ngua-viem-ngua-huyet-trang-se-khit-lam-hong-am-dao-5-tuyp-x-3-ml.html,220000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_03581_6129705c45.jpg,"Nano Vàng , Nano Bạc , Titanium nano , AHA , Keo ong xanh , Lô hội , Hồng hoa , Trầu không ",Gel,TOKYO PHARMA,Hộp 5 Tuýp,Thiết bị y tế | Dụng cụ y tế,trang-thiet-bi-y-te | trang-thiet-bi-y-te/dung-cu-y-te,True,True,110,0,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/gel-phu-khoa-tokyo-lady-ngua-viem-ngua-huyet-trang-se-khit-lam-hong-am-dao-5-tuyp-x-3-ml.html,trang-thiet-bi-y-te,0
12,00045217,QUE THỬ RỤNG TRỨNG SAFEFIT TEST HỘP 7 CÁI,Que thử rụng trứng Safefit Test dùng để xác định ngày rụng trứng (7 que),trang-thiet-bi-y-te/que-thu-rung-trung-safefit-test-hop-7-cai.html,55000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_02416_5c5a59d4e1.jpg,Thành phần khác ,,SAFEFIT,Hộp 7 Cái,Thiết bị y tế | Dụng cụ theo dõi | Thử thai,trang-thiet-bi-y-te | trang-thiet-bi-y-te/dung-cu-theo-doi | trang-thiet-bi-y-te/thu-thai,True,True,110,0,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/que-thu-rung-trung-safefit-test-hop-7-cai.html,trang-thiet-bi-y-te,0
13,00045215,"QUE THỬ THAI NHANH SAFEFIT (DẠNG BÚT) - KẾT QUẢ NHANH, ĐỘ CHÍNH XÁC CAO",Bút thử thai nhanh Safefit cho kết quả nhanh với độ chính xác cao,trang-thiet-bi-y-te/but-thu-thai-nhanh-safefit.html,35000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_02426_df87a65394.jpg,Nhựa ,,SAFEFIT,Hộp,Thiết bị y tế | Dụng cụ theo dõi | Thử thai,trang-thiet-bi-y-te | trang-thiet-bi-y-te/dung-cu-theo-doi | trang-thiet-bi-y-te/thu-thai,True,True,110,0,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/but-thu-thai-nhanh-safefit.html,trang-thiet-bi-y-te,0
14,00044882,"DUNG DỊCH XỊT MŨI NANO BẠC ION FUJISALT 70ML - HỖ TRỢ LÀM SẠCH, GIẢM VIÊM, SƯNG ĐỎ, PHÒNG NGỪA SỔ MŨI","Dung dịch vệ sinh mũi Fujisat i-on 70ml giảm đau, nhức, sưng đỏ ",trang-thiet-bi-y-te/dung-dich-xit-mui-nano-bac-ion-fujisalt-70-ml.html,45000.0,Chai,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/7_93f8ded48c.jpg,"Nước ion alkaline , Nước biển sâu , tinh dầu the mát , Nano Bạc ",Dung dịch,Fujiwa,Chai,Thiết bị y tế | Dụng cụ y tế | Dụng cụ vệ sinh mũi,trang-thiet-bi-y-te | trang-thiet-bi-y-te/dung-cu-y-te | trang-thiet-bi-y-te/dung-cu-ve-sinh-mui,True,True,110,0,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/dung-dich-xit-mui-nano-bac-ion-fujisalt-70-ml.html,trang-thiet-bi-y-te,0
15,00044005,"MIẾNG DÁN MỤN BAN NGÀY DERMA ANGEL PLUS HỘP 12 MIẾNG HỖ TRỢ HÚT DỊCH MỦ, LÀM LÀNH VẾT THƯƠNG NHANH CHÓNG","Miếng dán mụn ban ngày DermaAngel Plus hỗ trợ hút dịch mủ, làm lành vết thương nhanh chóng (12 miếng)",trang-thiet-bi-y-te/mieng-dan-mun-ban-ngay-derma-angel-plus-hop-12-mieng-ho-tro-hut-dich-mu-lam-lanh-vet-thuong-nhanh-chong.html,58000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09926_86b0aa1b72.jpg,Hydrocolloid ,Miếng dán,Derma Angel,Hộp 12 Miếng,Thiết bị y tế,trang-thiet-bi-y-te,True,True,110,0,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/mieng-dan-mun-ban-ngay-derma-angel-plus-hop-12-mieng-ho-tro-hut-dich-mu-lam-lanh-vet-thuong-nhanh-chong.html,trang-thiet-bi-y-te,0
16,00042994,ĐẦU KIM TIỂU ĐƯỜNG PIC INSUPEN ORIGINAL 32GX4MM HỘP 100 CÁI,Đầu kim tiêm tiểu đường PIC Insupen Original dùng để gắn vào đầu bút tiêm insulin (100 Cái),trang-thiet-bi-y-te/pic-insupen-original-32-gx-4-mm-dau-kim-tieu-duong-hop-100-cai.html,250000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/2_2dd9386937.jpg,Thép không gỉ ,,PIC SOLUTION,Hộp 100 Cái,Thiết bị y tế | Dụng cụ y tế | Kim các loại,trang-thiet-bi-y-te | trang-thiet-bi-y-te/dung-cu-y-te | trang-thiet-bi-y-te/kim-cac-loai,True,True,110,0,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/pic-insupen-original-32-gx-4-mm-dau-kim-tieu-duong-hop-100-cai.html,trang-thiet-bi-y-te,0
17,00042981,DẦU GỘI TRỊ GÀU NAZOREL SHAMPOO CICLOPIROX OLAMINE 50ML,"Dầu gội trị gàu Nazorel 50ml hỗ trợ điều trị mẩn ngứa da đầu do gàu và nấm, viêm da",trang-thiet-bi-y-te/dau-goi-tri-gau-nazorel-shampoo-ciclopirox-olamine-50-ml.html,68000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/12_eb7d12ecc6.jpg,"Ciclopirox olamin , Selennium Disulfide , Cocamide Dea , glycerine , Climbazol , Chiết xuất lá Xoài , chiết xuất lô hội , Chiết Xuất Vỏ Bưởi , CAPB , Sodium lauryl sulfate ",,Nazorel,Hộp,Thiết bị y tế | Dụng cụ y tế | Các dụng cụ và sản phẩm khác,trang-thiet-bi-y-te | trang-thiet-bi-y-te/dung-cu-y-te | trang-thiet-bi-y-te/dung-cu-khac,True,True,110,0,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/dau-goi-tri-gau-nazorel-shampoo-ciclopirox-olamine-50-ml.html,trang-thiet-bi-y-te,0
18,00042980,"GEL PHỤ KHOA KINGLUUB 5 TUÝP X 3ML - HỖ TRỢ ĐIỀU TRỊ, GIẢM VIÊM NHIỄM, BÔI TRƠN, LÀM MỀM VÙNG ÂM ĐẠO","Gel phụ khoa Kingluub Biosantis giảm viêm nhiễm, hỗ trợ điều trị huyết trắng, bôi trơn, mềm âm đạo (5 tuýp x 3ml)",trang-thiet-bi-y-te/gel-phu-khoa-ho-tro-dieu-tri-giam-viem-nhiem-boi-tron-lam-mem-vung-am-dao-kingluub-5-tuyp-x-3-ml.html,225000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_00022_40949c7a4b.jpg,"Bacillus clausii 3tỷ cfu, Bacillus subtilis , Bacillus coagulans , Climbazol , Sodium hyaluronate , Sodium benzoate , Glycerin , Nano Bạc , Trầu không , chiết xuất lô hội , Nước tinh khiết ",Gel,Biosantis,Hộp 5 Tuýp,Thiết bị y tế | Dụng cụ y tế,trang-thiet-bi-y-te | trang-thiet-bi-y-te/dung-cu-y-te,True,True,110,0,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/gel-phu-khoa-ho-tro-dieu-tri-giam-viem-nhiem-boi-tron-lam-mem-vung-am-dao-kingluub-5-tuyp-x-3-ml.html,trang-thiet-bi-y-te,0
19,00041968,"DUNG DỊCH NƯỚC MUỐI ƯU TRƯƠNG FYSOLINE HYPERTONIQUE SOLUTION 20 ỐNG X 5ML - GIẢM NGẠT MŨI, KHÔ MŨI","Dung dịch nước muối ưu trương Fysoline 5ml giảm ngạt mũi, khô mũi (20 ống)",trang-thiet-bi-y-te/fysoline-hypertonique-solution-muoi-uu-truong-giam-ngat-mui-kho-mui-20-ong-x-5-ml.html,193000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09766_448b5b10ce.png,"Natri clorid 2.3g, Natri hyaluronat 0.06%, Nước tinh khiết 100ml",Dung dịch,Fysoline,Hộp 2 Vỉ x 10 Ống,Thiết bị y tế | Dụng cụ y tế | Dụng cụ vệ sinh mũi,trang-thiet-bi-y-te | trang-thiet-bi-y-te/dung-cu-y-te | trang-thiet-bi-y-te/dung-cu-ve-sinh-mui,True,True,110,0,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/fysoline-hypertonique-solution-muoi-uu-truong-giam-ngat-mui-kho-mui-20-ong-x-5-ml.html,trang-thiet-bi-y-te,0
20,00041927,KIM LẤY MÁU LANCET CAREFINE BL-28G 100 CÁI,Kim Lancet lấy máu BL-28 (100 cái),trang-thiet-bi-y-te/kim-lay-mau-lancet-carefine-bl-28-g-100-cai.html,32000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_05221_ef378bb216.jpg,Kim loại ,,CAREFINE,Hộp 100 Cái,Thiết bị y tế | Dụng cụ y tế | Kim các loại,trang-thiet-bi-y-te | trang-thiet-bi-y-te/dung-cu-y-te | trang-thiet-bi-y-te/kim-cac-loai,True,True,110,0,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/kim-lay-mau-lancet-carefine-bl-28-g-100-cai.html,trang-thiet-bi-y-te,0
21,00041848,QUE THỬ THAI NHANH SAFEFIT PREGNANCY TEST KIT,Que thử thai nhanh Safefit Test (Hộp 1 que x 1 cốc nhựa),trang-thiet-bi-y-te/que-thu-thai-safefit-pregnancy-test-kit.html,13000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_00604_f120550fdd.jpg,"Kháng thể kháng β-hCG 0.5mg, kháng thể kháng α -hCG 0.7mg, kháng thể để kháng IgG chuột 1.5mg",,SAFEFIT,Hộp,Thiết bị y tế | Dụng cụ theo dõi | Thử thai,trang-thiet-bi-y-te | trang-thiet-bi-y-te/dung-cu-theo-doi | trang-thiet-bi-y-te/thu-thai,True,True,110,0,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/que-thu-thai-safefit-pregnancy-test-kit.html,trang-thiet-bi-y-te,0
22,00041787,"XỊT HỌNG OTOSAN FORTE 30ML -  GIẢM VIÊM HỌNG CẤP TÍNH, VIÊM HÔ HẤP, GIẢM ĐAU RÁT HỌNG","Xịt họng Otosan Spray Forte hỗ trợ điều trị viêm họng cấp, viêm hô hấp, giảm đau rát họng (30ml)",trang-thiet-bi-y-te/xit-hong-otosan-forte-dieu-tri-viem-hong-cap-tinh-viem-ho-hap-giam-dau-rat-hong-30-ml.html,290000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09131_aa6b76e0bb.jpg,"Tinh dầu cam hữu cơ , Carboxymethyl betaglucan , Beta Glucan , Chiết xuất hedge mustard , Anethole , Tinh dầu cỏ xạ hương trắng ",Dạng xịt,Otosan,Hộp,Thiết bị y tế | Dụng cụ y tế,trang-thiet-bi-y-te | trang-thiet-bi-y-te/dung-cu-y-te,True,True,110,0,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/xit-hong-otosan-forte-dieu-tri-viem-hong-cap-tinh-viem-ho-hap-giam-dau-rat-hong-30-ml.html,trang-thiet-bi-y-te,0
23,00041193,QUE ĐO ĐƯỜNG HUYẾT NIPRO PREMIER HỘP 25 QUE,Que thử đường huyết Nipro Premier (25 que),trang-thiet-bi-y-te/que-do-duong-huyet-nipro-premier-hop-25-que.html,205000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_00456_fda7c62462.jpg,Que thử đường huyết ,,NIPRO,Hộp 25 Cái,"Thiết bị y tế | Dụng cụ theo dõi | Máy, que thử đường huyết",trang-thiet-bi-y-te | trang-thiet-bi-y-te/dung-cu-theo-doi | trang-thiet-bi-y-te/may-que-thu-duong-huyet,True,True,110,0,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/que-do-duong-huyet-nipro-premier-hop-25-que.html,trang-thiet-bi-y-te,0
24,00040647,NƯỚC MẮT NHÂN TẠO EASIMIST EYE DROPS GIẢM KHÔ MỎI MẮT 5ML,Nước mắt nhân tạo Easimist Eye Drops Indiana Ophthalmics giúp giảm khô và mỏi mắt (5ml),trang-thiet-bi-y-te/nuoc-mat-nhan-tao-easimist-eye-drops-giam-kho-moi-mat-5-ml.html,39000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09894_87d0d78bfd.jpg,"Sodium Carboxymethylcellulose BP 5mg, Stabilized Oxychloro Complex 0.05mg",Dung dịch,Indiana Ophthalmics,Hộp,Thiết bị y tế | Dụng cụ y tế,trang-thiet-bi-y-te | trang-thiet-bi-y-te/dung-cu-y-te,True,True,110,0,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/nuoc-mat-nhan-tao-easimist-eye-drops-giam-kho-moi-mat-5-ml.html,trang-thiet-bi-y-te,0
25,00040317,MÁY ĐO HUYẾT ÁP BẮP TAY OMRON HEM 7143T1,"Máy đo huyết áp bắp tay tự động Omron HEM 7143T1 cho kết quả chính xác, nhanh chóng",trang-thiet-bi-y-te/omron-hem-7143-t1-may-do-huyet-ap-bap-tay-tu-dong.html,1240000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09885_d6bc560548.jpg,Máy đo ,,OMRON,Hộp,Thiết bị y tế | Dụng cụ theo dõi | Máy đo huyết áp,trang-thiet-bi-y-te | trang-thiet-bi-y-te/dung-cu-theo-doi | trang-thiet-bi-y-te/may-do-huyet-ap,True,True,110,0,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/omron-hem-7143-t1-may-do-huyet-ap-bap-tay-tu-dong.html,trang-thiet-bi-y-te,0
26,00039885,GEL BÔI TRƠN KLY TIỆT TRÙNG 82G - BỔ SUNG LƯỢNG CHẤT NHỜN TỰ NHIÊN,Gel bôi trơn Kly tiệt trùng bổ sung lượng chất nhờn tự nhiên (82g),trang-thiet-bi-y-te/gel-boi-tron-kly-tiet-trung-82-g.html,82000.0,Tuýp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/DSC_09141_b58cf5c83b.jpg,"Deionized Water , Cellulose hydroxyethylate , Glycerin , Propylene glycol , Ethylhexyl Glycerin , Carbomer , Sodium hydroxide ",Nhũ tương (Gel),KLY,Tuýp x 85g,Thiết bị y tế | Dụng cụ y tế | Các dụng cụ và sản phẩm khác,trang-thiet-bi-y-te | trang-thiet-bi-y-te/dung-cu-y-te | trang-thiet-bi-y-te/dung-cu-khac,True,True,110,0,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/gel-boi-tron-kly-tiet-trung-82-g.html,trang-thiet-bi-y-te,0
27,00039175,MIẾNG DÁN LOẠI BỎ MỤN CÓC KANGDI FOBELIFE 6 MIẾNG,"Miếng dán Fobelife Kangdi loại mụn cóc trên da hiệu quả, không gây đau rát, chảy máu (6 miếng)",trang-thiet-bi-y-te/mieng-dan-mun-coc-kangdi-fobelife-6-mieng.html,58000.0,Hộp,đ,https://cdn.nhathuoclongchau.com.vn/unsafe/https://cms-prod.s3-sgn09.fptcloud.com/2_1bf99432c5.jpg,"Salicylic acid , Polyvinyl Alkyl , Ether Adhesive , Titanium dioxide , Liquid Paraffin , Antioxidant , Red iron oxide (E172) , Black Iron Oxide ",,KANGDI,Hộp 6 Miếng,Thiết bị y tế,trang-thiet-bi-y-te,True,True,110,0,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/mieng-dan-mun-coc-kangdi-fobelife-6-mieng.html,trang-thiet-bi-y-te,0
